0.000000000000000000e+00,7.448526128329338580e-02,-1.027870288053853859e-02,1.458330625860424640e-02,8.621231990579817858e-03,1.105340494038546629e-03,1.172733714076111631e-03,4.872524336462700362e-02,7.471766894142882476e-02,1.822292854304160756e-02,-1.070382931584716764e-02,7.111648262189640586e-03,-9.794940751373534219e-05,2.970255491107995512e-04,6.849225418302862245e-02,7.971439626634931053e-02,3.352518844242913937e-03,-2.424177097115176702e-04,1.377027575902231673e-05,-2.547407256453927769e-05,6.410468683866512034e-05,2.517347811041361835e-02,4.954305310105121957e-02,3.739543562789021669e-03,-4.468031554101813824e-03,-1.518692430073966546e-04,-1.252127424828596049e-05,9.300489081001532101e-06,3.067203066835109265e-02,1.463180366950228399e-02,2.208997454102798203e-03,-2.337891883755395615e-03,-3.854050689645142891e-04,-1.454168580678821541e-05,9.510489201637449828e-06,2.542652947503715871e-02,5.222001747863063564e-03,3.596786725927013633e-03,-4.863399672747569479e-04,4.198998357687131063e-05,-1.129374612229899182e-05,1.070242754895219018e-05,1.958596701153889411e-02,2.113787524643478185e-03,1.396306713555233066e-03,-4.046344809077291821e-04,2.834624393701226186e-06,-8.030721011233129642e-07,8.085554219506465757e-06
1.004743698287402787e-01,0.000000000000000000e+00,-6.317063325858750245e-02,-4.547794308487018884e-03,4.323398557617721960e-03,9.570036595786170913e-04,1.251878112479045714e-03,7.326683999318130136e-02,6.501303832244982595e-02,1.697300396150679472e-02,-2.847197836107131716e-02,5.779452073625998554e-03,-2.909758087849642519e-04,2.790546313334335451e-04,7.017104843927196578e-02,8.904828268033261607e-02,7.291461661159334695e-04,-6.599571652089757448e-03,-7.550622374418536429e-04,-1.359286797160719239e-04,1.808413200968337492e-05,2.977323475776246300e-02,5.520100526838417343e-02,2.084112578280433031e-03,-8.924287179119997845e-03,-8.999203653400393793e-04,-2.855211087094603376e-05,-3.489455923553806080e-05,2.789031707242178512e-02,1.650701585548545666e-02,3.865683507792948281e-04,-4.665965746020813050e-03,-1.164043794168878902e-03,-3.081545395325518998e-05,-2.334960602335916014e-05,2.074439038632823473e-02,5.846032410988169850e-03,3.982820519567375865e-03,-9.851143278606058935e-04,4.123786042703754648e-05,-2.401013925709352968e-05,1.103904525574684170e-05,1.595161897175528462e-02,2.347464616956914437e-03,1.523453145366808568e-03,-8.229208853287758819e-04,-8.669932565807910256e-07,-3.249486133401113264e-06,8.433262572809893488e-06
6.420571478943318949e-03,-1.183647397748459687e-02,0.000000000000000000e+00,7.240859424025407332e-02,3.741452262604388207e-02,4.487343918425180933e-03,4.579079036231523646e-03,6.085892587471696154e-03,3.718093076861800350e-03,7.306023525630910009e-02,-2.868814703270416641e-02,2.916160800311071860e-02,-2.391227452946786253e-04,1.189001929834056399e-03,6.457623395911402629e-03,8.688220705050774678e-03,1.528134277621793873e-02,3.928789054464201617e-03,6.456256113897764111e-04,-1.586157390040150852e-05,2.890152848637193069e-04,2.627926495406131529e-03,5.365465754492248877e-03,1.606837435938761674e-02,-1.425146295395724252e-02,-2.570718659781097697e-05,-3.721467750559052224e-05,7.077835894651642306e-05,2.666036606287862029e-03,1.633586799475096390e-03,1.014115659092628373e-02,-7.459871300758068487e-03,-9.261755386269981483e-04,-4.502166850289427780e-05,6.289395689229993044e-05,2.058251378897642953e-03,5.721722049399734352e-04,1.393390501376598305e-02,-1.540708776334272917e-03,1.667120595524601166e-04,-3.490637511917822009e-05,4.208543481750865329e-05,1.583692953494888773e-03,2.270689958210534679e-04,5.426739686537358082e-03,-1.279326193649888994e-03,1.406133435015491114e-05,-1.296352519758003872e-06,3.172322352676965881e-05
-8.669576700290629540e-04,-1.703221076969164277e-02,-7.521001723653997217e-02,0.000000000000000000e+00,2.423633270825427399e-02,4.499266622129485978e-03,5.591126571833013315e-03,1.388037671558967458e-03,-1.188947758879405807e-03,2.600963252692327365e-02,-1.099493925138613770e-01,2.764193673771647708e-02,-1.111320714061311441e-03,1.284698036727600912e-03,2.234323950104986304e-03,3.545355974351625892e-03,2.081625644567371407e-03,-2.307235902020316615e-02,-2.594988582655599011e-03,-4.972883184225429173e-04,1.316046293597367253e-04,7.868324215929687650e-04,2.168468224330858361e-03,3.757327914718214344e-03,-3.566235915678542256e-02,-3.274224012397226533e-03,-1.121853722442805903e-04,-1.105862341330696364e-04,1.031058764153881075e-03,6.903589229949147303e-04,1.265567456813331080e-03,-1.864764677922655170e-02,-4.438878211906888138e-03,-1.221862759407824702e-04,-7.045537616921218257e-05,8.752310532774400459e-04,2.353278271795971894e-04,5.848399864085819175e-03,-3.929215011646259269e-03,1.877970064544961896e-04,-9.516315463096495738e-05,4.969189941546206610e-05,6.744265514554693931e-04,9.063073462741137070e-05,2.244746464314489355e-03,-3.280532683662309990e-03,5.869896641830805229e-08,-1.209729507780797036e-05,3.786445162502573617e-05
1.457908734380344244e-03,-1.667026815192208930e-03,4.120348239285487497e-03,4.772147339971875152e-02,0.000000000000000000e+00,8.380392844533268368e-03,1.381363145352735439e-02,1.260850571204707223e-03,8.818929093712407500e-04,1.462428252066528406e-02,-1.320691365854203062e-02,4.605602551339691569e-02,-5.033212646328714956e-03,2.707514618773622025e-03,1.296145591856366500e-03,1.714318629464878273e-03,3.242825642765314025e-03,3.785469418512510745e-03,-1.585715416801092986e-02,-2.562929794689744814e-03,-2.926675626090190327e-04,5.341727532081440430e-04,1.059838197114195421e-03,3.323910969947742582e-03,-7.543654603928151743e-03,-1.714311088238415492e-02,-4.635168964848958382e-04,-8.232457087353807230e-04,5.291646018047660048e-04,3.210304978224534341e-04,2.158383617066712227e-03,-3.949715747643012080e-03,-2.020249011148601490e-02,-4.895333363051661193e-04,-5.851776889373285027e-04,4.041888163787660075e-04,1.127972606162400392e-04,2.740471656795662528e-03,-8.117094771993328683e-04,4.199745177215696498e-04,-3.818056578044999789e-04,1.180380525687793912e-04,3.109431189298196541e-04,4.491528929483985306e-05,1.069119427682927370e-03,-6.730736035559506045e-04,-4.762567313590436273e-05,-5.924332082826722079e-05,9.111999864124102372e-05
1.189652805714073178e-03,-1.571877411061094187e-03,2.508049487439911827e-03,3.927383752729982080e-02,-5.633728632806801057e-03,0.000000000000000000e+00,1.206919723248179033e-01,1.053949968093808231e-03,7.118231156014753237e-04,1.234083402078084424e-02,-1.215976506333017217e-02,3.672775160806942413e-02,-1.052031218173524185e-01,1.116979799616373351e-02,1.092931925512925524e-03,1.452470799442895540e-03,2.693218884931187183e-03,2.844512762919911269e-03,-1.425447259288121875e-02,-5.810616603678367409e-02,-1.909315244024096386e-02,4.488506066618989801e-04,8.976824668587654208e-04,2.779622168270526675e-03,-6.626932679895660046e-03,-1.530148730926104809e-02,-9.037501837073514538e-03,-2.191455297647196265e-02,4.475960536040345973e-04,2.723061711741910237e-04,1.791164357920576461e-03,-3.469449835655133516e-03,-1.789731017604670460e-02,-9.299817179207492748e-03,-1.611627877733031941e-02,3.429141157064790561e-04,9.559252994409438760e-05,2.324010861847150555e-03,-7.141474072068325352e-04,3.498501422693903531e-04,-7.262179505887324769e-03,9.046510764706170793e-04,2.638174203890970805e-04,3.802834850127973713e-05,9.062161943683491594e-04,-5.924376937398718838e-04,-4.463746913978643952e-05,-1.303326325547455363e-03,7.311110506269363459e-04
9.947107658145864367e-04,2.133169314625912914e-04,8.263970778129988218e-03,3.043301264441742454e-02,3.596443277698159469e-02,4.459949398433285528e-02,0.000000000000000000e+00,7.000502617045264520e-04,6.515034063400734592e-04,7.377024855477184138e-03,-1.825841130694672129e-04,3.687475564335376127e-02,-3.160479486678134664e-02,-9.060492377093487537e-02,6.591368704387682090e-04,8.275644003127541164e-04,1.912020125055738070e-03,4.143147869517810854e-03,-2.424183894710521710e-03,-1.630105273240461949e-02,-1.199923754855499597e-01,2.816872453452105396e-04,5.133738622892775440e-04,1.838150693745904674e-03,-2.138167943572288725e-03,-3.316418548152357936e-03,-2.880728117462153220e-03,-1.068267342025973898e-01,2.601908015730237098e-04,1.529916815428226929e-04,1.281604515406898574e-03,-1.121340162726688645e-03,-4.769429014835773611e-03,-3.031199452678546170e-03,-7.984572381880915282e-02,1.921689782179126994e-04,5.429747404646600691e-05,1.309371229226566477e-03,-2.231841880467186280e-04,2.408914847201515982e-04,-2.364555259939198160e-03,-9.191455429709560754e-04,1.477527350067207607e-04,2.185146418991537869e-05,5.135763133135934572e-04,-1.833861935962372762e-04,4.371584137693903948e-06,-3.749823612657637731e-04,-4.718068371927642396e-04
-4.716648921028870206e-02,3.725218299923228199e-02,3.992665800426218464e-02,1.189921199374604360e-02,7.009251235305689193e-03,1.816869725572654946e-03,9.172937830240211526e-05,0.000000000000000000e+00,1.722910902592152127e-01,1.297557893816507490e-01,3.327576792867167205e-02,6.996331394990821032e-03,2.265138937807493862e-03,1.704714324465778216e-03,8.080777277387206359e-02,1.430116766690736341e-01,4.019169791932853536e-02,2.743745291567211211e-02,5.897232574494402435e-04,1.992084463929083820e-03,5.787026581134247080e-04,1.989347369589358414e-02,8.917936983765681336e-02,3.616630744301450179e-02,6.233812126555031245e-04,4.344748883998146658e-04,8.827745320077920021e-05,2.716200190130701217e-04,4.488744863417727660e-02,2.591456445335221445e-02,2.712266806568219488e-02,3.097992579107846679e-04,2.606212952514570151e-04,4.794774306578086938e-05,2.160661302616443541e-04,4.306147583009758278e-02,9.342468955981278120e-03,2.129629546894652725e-02,1.293179779093001633e-04,3.596003915718549098e-05,3.904140583382570016e-05,5.650174568480807020e-05,3.323833960765695122e-02,3.820903490237701188e-03,8.422316000015864917e-03,1.224093081055885953e-04,5.172775601657812304e-06,3.868527189881243835e-05,4.221922327648889461e-05
-2.576334659342362568e-02,3.959879342836521154e-02,8.766019363817855944e-03,-4.027256276924564421e-02,1.605888176965308920e-03,-4.732301397092492090e-03,-6.342503193493044707e-03,-6.241157002527573244e-02,0.000000000000000000e+00,6.981445390046769894e-02,-3.008398539276493922e-02,-5.679472117845332790e-02,-1.255141170442605585e-02,-6.595310118264506756e-03,-2.349499929156092029e-02,1.516455647273943497e-01,-2.020804115835034970e-02,5.150101046683669762e-03,-2.121400305174001716e-02,-6.723774009818922655e-03,-7.434392231286737762e-03,-1.643063692128862024e-02,9.314635027262535560e-02,-4.991899388445153810e-03,-1.545705002765300831e-02,-2.017340686956909865e-02,-1.108169569947298769e-03,-6.430063138800436173e-03,-3.605399884332583307e-03,2.908242075851926248e-02,-1.461152900977182902e-02,-8.091462528761457149e-03,-2.035567559607414853e-02,-1.152412953633066188e-03,-4.816139470953554463e-03,1.661992277249812024e-03,1.003101735552651939e-02,2.251760205595737530e-02,-1.669049515388094755e-03,-1.394142482996492914e-04,-8.994630038365285110e-04,-9.726746079766136928e-05,1.334468293835585750e-03,3.914662269003552249e-03,8.427855910842311019e-03,-1.385409873415932884e-03,-1.099624883373988136e-04,-1.525037085817237460e-04,-6.016248816308320988e-05
-2.209772248548156834e-02,1.390769268298410778e-02,-3.171826305826832421e-02,-1.164209465281024897e-01,-5.401159303592033452e-03,-1.424207793884030293e-02,-1.594318437337101380e-02,-5.643804999806354555e-02,-8.888039232635408515e-02,0.000000000000000000e+00,-1.196958864130340666e-01,-1.510522194333449031e-01,-3.434684928916078434e-02,-1.873845549138841021e-02,-2.330175137883176706e-02,5.307832272510071281e-02,-1.043438378286472706e-01,-2.397637758593605672e-02,-5.370543456445241864e-02,-1.944454565374086064e-02,-1.932021798846710048e-02,-1.536406039082042346e-02,3.191333272427356732e-02,-6.098802931394321780e-02,-3.939106081128194298e-02,-5.090152974433947292e-02,-2.882574965080068538e-03,-1.640300583621140049e-02,-4.402118404004911126e-03,1.095933362420594553e-02,-7.284527501471618760e-02,-2.059826568095653870e-02,-5.112284280504841849e-02,-2.938806832105429236e-03,-1.230284695471672678e-02,4.075695739058182547e-04,3.571595226609557399e-03,2.758500856875169618e-02,-4.336653666864914193e-03,-3.960003189523982146e-04,-2.295922123938838946e-03,-3.184416229308630161e-04,3.612636319147221687e-04,1.303582926792234064e-03,9.718452404418690196e-03,-3.619900742490308500e-03,-2.812210707656971858e-04,-4.323066864563945258e-04,-2.067230773340397179e-04
