10,0,1,9,0.0246914
100,0,1,9,0.0246914
500,0,1,9,0.0246914
1000,0,1,9,0.0246914
5000,0,1,9,0.0246914
10,0.05,1,9,0.0430298
100,0.05,1,9,0.0250754
500,0.05,1,9,0.0232876
1000,0.05,1,9,0.0229653
5000,0.05,1,9,0.0221039
10,0.1,1,9,0.0387627
100,0.1,1,9,0.0231680
500,0.1,1,9,0.0222460
1000,0.1,1,9,0.0202171
5000,0.1,1,9,0.0188653
10,0.15,1,9,0.0359921
100,0.15,1,9,0.0319471
500,0.15,1,9,0.0175304
1000,0.15,1,9,0.0180831
5000,0.15,1,9,0.0152621
10,0.2,1,9,0.0676135
100,0.2,1,9,0.0188298
500,0.2,1,9,0.0161842
1000,0.2,1,9,0.0131547
5000,0.2,1,9,0.0114423
10,0.25,1,9,0.0635467
100,0.25,1,9,0.0321104
500,0.25,1,9,0.0174262
1000,0.25,1,9,0.0112883
5000,0.25,1,9,0.0110031
10,0.3,1,9,0.0956128
100,0.3,1,9,0.0398658
500,0.3,1,9,0.0146545
1000,0.3,1,9,0.0114926
5000,0.3,1,9,0.0074992
10,0.35,1,9,0.1803091
100,0.35,1,9,0.0347320
500,0.35,1,9,0.0158772
1000,0.35,1,9,0.0188311
5000,0.35,1,9,0.0073630
10,0.4,1,9,0.1856590
100,0.4,1,9,0.0697944
500,0.4,1,9,0.0213028
1000,0.4,1,9,0.0219604
5000,0.4,1,9,0.0068747
10,0.45,1,9,0.2246701
100,0.45,1,9,0.0535189
500,0.45,1,9,0.0296894
1000,0.45,1,9,0.0329658
5000,0.45,1,9,0.0116011
10,0.5,1,9,0.2392951
100,0.5,1,9,0.0599380
500,0.5,1,9,0.0321049
1000,0.5,1,9,0.0285754
5000,0.5,1,9,0.0128582
10,0.55,1,9,0.2372612
100,0.55,1,9,0.1222024
500,0.55,1,9,0.0650155
1000,0.55,1,9,0.0521750
5000,0.55,1,9,0.0134156
10,0.6,1,9,0.3800582
100,0.6,1,9,0.1943558
500,0.6,1,9,0.0878491
1000,0.6,1,9,0.0700924
5000,0.6,1,9,0.0236511
10,0.65,1,9,0.3516019
100,0.65,1,9,0.2058452
500,0.65,1,9,0.1019219
1000,0.65,1,9,0.0754023
5000,0.65,1,9,0.0361853
10,0.7,1,9,0.2674448
100,0.7,1,9,0.3191480
500,0.7,1,9,0.2452061
1000,0.7,1,9,0.1581403
5000,0.7,1,9,0.0860346
10,0.75,1,9,0.2974213
100,0.75,1,9,0.2498378
500,0.75,1,9,0.2089009
1000,0.75,1,9,0.1583115
5000,0.75,1,9,0.0950898
10,0.8,1,9,0.1765842
100,0.8,1,9,0.3635989
500,0.8,1,9,0.2003308
1000,0.8,1,9,0.2315387
5000,0.8,1,9,0.1840650
10,0.85,1,9,0.1710285
100,0.85,1,9,0.1786637
500,0.85,1,9,0.2063664
1000,0.85,1,9,0.1618462
5000,0.85,1,9,0.1951999
10,0.9,1,9,0.1130697
100,0.9,1,9,0.0825304
500,0.9,1,9,0.0922750
1000,0.9,1,9,0.1315014
5000,0.9,1,9,0.1001147
10,0.95,1,9,0.0071829
100,0.95,1,9,0.0947730
500,0.95,1,9,0.0558092
1000,0.95,1,9,0.0725343
5000,0.95,1,9,0.1235080
10,1,1,9,0
100,1,1,9,0
500,1,1,9,0
1000,1,1,9,0
5000,1,1,9,0
10,0,3,9,0.2750314
100,0,3,9,0.2750314
500,0,3,9,0.2750314
1000,0,3,9,0.2750314
5000,0,3,9,0.2750314
10,0.05,3,9,0.2744957
100,0.05,3,9,0.2752764
500,0.05,3,9,0.2747522
1000,0.05,3,9,0.2750118
5000,0.05,3,9,0.2752785
10,0.1,3,9,0.2726287
100,0.1,3,9,0.2750572
500,0.1,3,9,0.2749588
1000,0.1,3,9,0.2748432
5000,0.1,3,9,0.2753587
10,0.15,3,9,0.2736651
100,0.15,3,9,0.2770098
500,0.15,3,9,0.2759783
1000,0.15,3,9,0.2753430
5000,0.15,3,9,0.2751541
10,0.2,3,9,0.2784841
100,0.2,3,9,0.2732235
500,0.2,3,9,0.2729333
1000,0.2,3,9,0.2729610
5000,0.2,3,9,0.2738947
10,0.25,3,9,0.2707092
100,0.25,3,9,0.2780784
500,0.25,3,9,0.2721835
1000,0.25,3,9,0.2717024
5000,0.25,3,9,0.2717353
10,0.3,3,9,0.2542219
100,0.3,3,9,0.2686926
500,0.3,3,9,0.2694320
1000,0.3,3,9,0.2693488
5000,0.3,3,9,0.2684223
10,0.35,3,9,0.2502880
100,0.35,3,9,0.2685312
500,0.35,3,9,0.2623068
1000,0.35,3,9,0.2618493
5000,0.35,3,9,0.2624164
10,0.4,3,9,0.2592668
100,0.4,3,9,0.2560825
500,0.4,3,9,0.2548377
1000,0.4,3,9,0.2540554
5000,0.4,3,9,0.2532646
10,0.45,3,9,0.2598322
100,0.45,3,9,0.2437769
500,0.45,3,9,0.238416
1000,0.45,3,9,0.2375535
5000,0.45,3,9,0.2364338
10,0.5,3,9,0.2059291
100,0.5,3,9,0.2167419
500,0.5,3,9,0.2110212
1000,0.5,3,9,0.2082335
5000,0.5,3,9,0.2073028
10,0.55,3,9,0.1138493
100,0.55,3,9,0.1492072
500,0.55,3,9,0.1638027
1000,0.55,3,9,0.1655090
5000,0.55,3,9,0.1636739
10,0.6,3,9,0.1375150
100,0.6,3,9,0.0757111
500,0.6,3,9,0.0768900
1000,0.6,3,9,0.0783109
5000,0.6,3,9,0.0908594
10,0.65,3,9,0.1211883
100,0.65,3,9,0.0284299
500,0.65,3,9,0.0529906
1000,0.65,3,9,0.0256902
5000,0.65,3,9,0.0405771
10,0.7,3,9,0.3585031
100,0.7,3,9,0.0897959
500,0.7,3,9,0.0602438
1000,0.7,3,9,0.0350073
5000,0.7,3,9,0.0159385
10,0.75,3,9,0.4424444
100,0.75,3,9,0.2537978
500,0.75,3,9,0.1090256
1000,0.75,3,9,0.0791237
5000,0.75,3,9,0.0354560
10,0.8,3,9,0.2455405
100,0.8,3,9,0.4825892
500,0.8,3,9,0.3005434
1000,0.8,3,9,0.2049465
5000,0.8,3,9,0.1175112
10,0.85,3,9,0.1284139
100,0.85,3,9,0.1693376
500,0.85,3,9,0.2529710
1000,0.85,3,9,0.1992138
5000,0.85,3,9,0.2557540
10,0.9,3,9,0.0504703
100,0.9,3,9,0.1385152
500,0.9,3,9,0.1035129
1000,0.9,3,9,0.1329193
5000,0.9,3,9,0.2540941
10,0.95,3,9,0.0493827
100,0.95,3,9,0.0340586
500,0.95,3,9,0.1164372
1000,0.95,3,9,0.1284502
5000,0.95,3,9,0.1313347
10,1,3,9,0
100,1,3,9,0
500,1,3,9,0
1000,1,3,9,0
5000,1,3,9,0
10,0,5,9,0.3025594
100,0,5,9,0.3025594
500,0,5,9,0.3025594
1000,0,5,9,0.3025594
5000,0,5,9,0.3025594
10,0.05,5,9,0.3040030
100,0.05,5,9,0.3029799
500,0.05,5,9,0.3031191
1000,0.05,5,9,0.3030163
5000,0.05,5,9,0.3028326
10,0.1,5,9,0.3016370
100,0.1,5,9,0.3033593
500,0.1,5,9,0.3032857
1000,0.1,5,9,0.3033578
5000,0.1,5,9,0.3030298
10,0.15,5,9,0.3007124
100,0.15,5,9,0.3029523
500,0.15,5,9,0.3027345
1000,0.15,5,9,0.3028450
5000,0.15,5,9,0.3029154
10,0.2,5,9,0.2997469
100,0.2,5,9,0.3024622
500,0.2,5,9,0.3028849
1000,0.2,5,9,0.3027483
5000,0.2,5,9,0.3026216
10,0.25,5,9,0.2992816
100,0.25,5,9,0.3010187
500,0.25,5,9,0.3017034
1000,0.25,5,9,0.3017954
5000,0.25,5,9,0.3017579
10,0.3,5,9,0.3003815
100,0.3,5,9,0.3016844
500,0.3,5,9,0.3001455
1000,0.3,5,9,0.3000900
5000,0.3,5,9,0.3001996
10,0.35,5,9,0.3059481
100,0.35,5,9,0.2982044
500,0.35,5,9,0.2984626
1000,0.35,5,9,0.2977965
5000,0.35,5,9,0.2979057
10,0.4,5,9,0.2935060
100,0.4,5,9,0.2938704
500,0.4,5,9,0.2928465
1000,0.4,5,9,0.2931447
5000,0.4,5,9,0.2936611
10,0.45,5,9,0.2847936
100,0.45,5,9,0.2880751
500,0.45,5,9,0.2884693
1000,0.45,5,9,0.2863095
5000,0.45,5,9,0.2864351
10,0.5,5,9,0.2518672
100,0.5,5,9,0.2730061
500,0.5,5,9,0.2713645
1000,0.5,5,9,0.2712104
5000,0.5,5,9,0.2718326
10,0.55,5,9,0.2253894
100,0.55,5,9,0.2480490
500,0.55,5,9,0.2428550
1000,0.55,5,9,0.2405254
5000,0.55,5,9,0.2399306
10,0.6,5,9,0.2830032
100,0.6,5,9,0.1855721
500,0.6,5,9,0.1814992
1000,0.6,5,9,0.1762521
5000,0.6,5,9,0.1872063
10,0.65,5,9,0.2241854
100,0.65,5,9,0.0514265
500,0.65,5,9,0.0751313
1000,0.65,5,9,0.0909004
5000,0.65,5,9,0.0965316
10,0.7,5,9,0.1003737
100,0.7,5,9,0.1783099
500,0.7,5,9,0.0782710
1000,0.7,5,9,0.0228568
5000,0.7,5,9,0.0316611
10,0.75,5,9,0.5986192
100,0.75,5,9,0.1531376
500,0.75,5,9,0.0853476
1000,0.75,5,9,0.0626968
5000,0.75,5,9,0.0640447
10,0.8,5,9,0.2188597
100,0.8,5,9,0.5081422
500,0.8,5,9,0.3239167
1000,0.8,5,9,0.2512280
5000,0.8,5,9,0.1122464
10,0.85,5,9,0.1399154
100,0.85,5,9,0.2193900
500,0.85,5,9,0.3876459
1000,0.85,5,9,0.2793622
5000,0.85,5,9,0.2282919
10,0.9,5,9,0.0980600
100,0.9,5,9,0.0896504
500,0.9,5,9,0.0986863
1000,0.9,5,9,0.0944068
5000,0.9,5,9,0.1389220
10,0.95,5,9,0.0233196
100,0.95,5,9,0.1112450
500,0.95,5,9,0.1158705
1000,0.95,5,9,0.1340070
5000,0.95,5,9,0.1101968
10,1,5,9,0
100,1,5,9,0
500,1,5,9,0
1000,1,5,9,0
5000,1,5,9,0
