5,0,1,9,0.0246914
10,0,1,9,0.0246914
20,0,1,9,0.0246914
100,0,1,9,0.0246914
5,0.1,1,9,0.0603243
10,0.1,1,9,0.0397607
20,0.1,1,9,0.0421508
100,0.1,1,9,0.0237784
5,0.2,1,9,0.0811637
10,0.2,1,9,0.0559643
20,0.2,1,9,0.0263629
100,0.2,1,9,0.0173790
5,0.3,1,9,0.1434569
10,0.3,1,9,0.0927453
20,0.3,1,9,0.0625066
100,0.3,1,9,0.0287900
5,0.4,1,9,0.2347543
10,0.4,1,9,0.2627510
20,0.4,1,9,0.1307605
100,0.4,1,9,0.0668423
5,0,2,9,0.2277690
10,0,2,9,0.2277690
20,0,2,9,0.2277690
100,0,2,9,0.2277690
5,0.1,2,9,0.2339373
10,0.1,2,9,0.2325205
20,0.1,2,9,0.2306586
100,0.1,2,9,0.2268130
5,0.2,2,9,0.2426447
10,0.2,2,9,0.2307261
20,0.2,2,9,0.2300740
100,0.2,2,9,0.2222336
5,0.3,2,9,0.2082905
10,0.3,2,9,0.2151969
20,0.3,2,9,0.2218191
100,0.3,2,9,0.2281312
5,0.4,2,9,0.1800686
10,0.4,2,9,0.1270836
20,0.4,2,9,0.1620523
100,0.4,2,9,0.1676431
